#       RA           DEC
      120.526     -55.3639
      123.986     -58.1361
      127.941     -60.8294
      132.522     -63.4179
      137.897     -65.8663
      144.264     -68.1259
      151.839     -70.1308
      160.798     -71.7953
      171.165     -73.0180
      182.668     -73.6986
      194.675     -73.7683
      206.356     -73.2196
      217.012     -72.1094
      226.291     -70.5341
      234.162     -68.5969
      240.780     -66.3876
      246.357     -63.9765
      251.099     -61.4156
      255.181     -58.7432
      258.741     -55.9867
      261.889     -53.1665
      264.710     -50.2977
      267.269     -47.3918
      269.619     -44.4575
      271.799     -41.5019
      272.451     -40.5748
      274.458     -37.5994
      276.362     -34.6141
      278.185     -31.6225
      279.943     -28.6280
      281.651     -25.6334
      283.322     -22.6413
      284.968     -19.6542
      286.599     -16.6745
      288.223     -13.7047
      289.851     -10.7469
      291.490     -7.80370
      293.149     -4.87773
      294.835     -1.97163
      296.557     0.911652
      298.323      3.76896
      300.142      6.59679
      302.023      9.39132
      303.975      12.1483
      306.009      14.8629
      308.134      17.5298
      310.363      20.1431
      312.708      22.6959
      315.180      25.1806
      317.793      27.5888
      320.561      29.9108
      323.496      32.1358
      326.613      34.2519
      329.923      36.2459
      333.435      38.1034
      337.155      39.8091
      341.087      41.3467
      345.225      42.6997
      349.559      43.8515
      354.068      44.7867
      358.723      45.4916
      3.48852      45.9549
      8.31927      46.1689
      13.1673      46.1301
      17.9829      45.8389
      22.7188      45.3005
      27.3330      44.5236
      31.7908      43.5204
      36.0662      42.3051
      37.5791      41.8113
      41.5792      40.3324
      45.3691      38.6800
      48.9490      36.8705
      52.3239      34.9196
      55.5025      32.8420
      58.4962      30.6513
      61.3176      28.3599
      63.9800      25.9789
      66.4969      23.5182
      68.8816      20.9868
      71.1469      18.3926
      73.3051      15.7425
      75.3676      13.0429
      77.3453      10.2993
      79.2485      7.51662
      81.0869      4.69926
      82.8695      1.85121
      84.6051     -1.02391
      86.3022     -3.92288
      87.9689     -6.84265
      89.6134     -9.78047
      91.2439     -12.7337
      92.8685     -15.6999
      94.4962     -18.6766
      96.1359     -21.6616
      96.9134     -24.6063
      98.5885     -27.6046
      100.305     -30.6050
      102.077     -33.6050
      103.921     -36.6015
      105.854     -39.5912
      107.900     -42.5702
      110.087     -45.5340
      112.449     -48.4768
      115.029     -51.3917
      117.883     -54.2695
      121.083     -57.0986
      124.720     -59.8632
      128.916     -62.5418
      133.828     -65.1048
      139.653     -67.5111
      146.627     -69.7031
      154.988     -71.6027
      164.895     -73.1098
      176.263     -74.1112
      188.602     -74.5082
      201.049     -74.2546
      212.691     -73.3804
      222.943     -71.9760
      231.640     -70.1544
      238.903     -68.0199
      244.962     -65.6557
      250.059     -63.1235
      254.399     -60.4677
      258.149     -57.7202
      261.438     -54.9039
      264.362     -52.0358
      266.998     -49.1283
      269.404     -46.1910
      271.627     -43.2314
      274.183     -39.5353
      276.115     -36.5454
      277.956     -33.5489
      279.727     -30.5489
      281.443     -27.5485
      283.118     -24.5502
      284.763     -21.5567
      286.389     -18.5703
      288.006     -15.5933
      289.624     -12.6281
      291.249     -9.67718
      292.892     -6.74288
      294.559     -3.82793
      296.258    -0.935143
      297.999      1.93243
      299.789      4.77142
      301.636      7.57816
      303.551      10.3486
      305.542      13.0781
      307.621      15.7617
      309.796      18.3936
      312.081      20.9674
      314.487      23.4760
      317.026      25.9113
      319.712      28.2641
      322.557      30.5244
      325.574      32.6809
      328.775      34.7210
      332.170      36.6312
      335.766      38.3967
      339.567      40.0021
      343.572      41.4312
      347.772      42.6678
      352.151      43.6965
      356.685      44.5029
      1.34333      45.0750
      6.08481      45.4038
      10.8651      45.4837
      15.6367      45.3134
      20.3529      44.8958
      24.9704      44.2378
      29.4522      43.3495
      33.7688      42.2439
      39.0987      40.5067
      42.9693      38.9592
      46.6348      37.2462
      50.0972      35.3833
      53.3629      33.3856
      56.4410      31.2671
      59.3430      29.0406
      62.0813      26.7179
      64.6687      24.3095
      67.1182      21.8248
      69.4426      19.2722
      71.6539      16.6592
      73.7639      13.9925
      75.7835      11.2779
      77.7231      8.52083
      79.5925      5.72594
      81.4009      2.89742
      83.1572    0.0391464
      84.8698     -2.84546
      86.5469     -5.75323
      88.1967     -8.68129
      89.8271     -11.6269
      91.4463     -14.5875
      93.0626     -17.5608
      94.6848     -20.5442
      96.3224     -23.5356
      99.9898     -25.4712
      101.736     -28.4553
      103.539     -31.4366
      105.413     -34.4120
      107.377     -37.3779
      109.453     -40.3303
      111.665     -43.2642
      114.047     -46.1740
      116.636     -49.0522
      119.481     -51.8899
      122.642     -54.6753
      126.198     -57.3932
      130.244     -60.0236
      134.901     -62.5396
      140.315     -64.9053
      146.651     -67.0728
      154.075     -68.9792
      162.698     -70.5468
      172.497     -71.6872
      183.212     -72.3172
      194.326     -72.3816
      205.183     -71.8742
      215.218     -70.8407
      224.112     -69.3605
      231.796     -67.5222
      238.360     -65.4069
      243.965     -63.0806
      248.777     -60.5946
      252.948     -57.9871
      256.603     -55.2867
      259.846     -52.5149
      262.755     -49.6877
      265.396     -46.8176
      267.820     -43.9142
      270.068     -40.9851
      271.018     -39.6777
      273.066     -36.7220
      275.009     -33.7537
      276.866     -30.7767
      278.655     -27.7945
      280.391     -24.8101
      282.087     -21.8264
      283.754     -18.8457
      285.403     -15.8708
      287.043     -12.9039
      288.684     -9.94749
      290.334     -7.00400
      292.002     -4.07603
      293.695     -1.16626
      295.422      1.72243
      297.192      4.58688
      299.013      7.42368
      300.895      10.2291
      302.847      12.9988
      304.880      15.7283
      307.004      18.4122
      309.232      21.0445
      311.576      23.6188
      314.050      26.1273
      316.667      28.5615
      319.441      30.9119
      322.388      33.1675
      325.522      35.3164
      328.856      37.3450
      332.402      39.2387
      336.167      40.9814
      340.156      42.5564
      344.365      43.9461
      348.784      45.1331
      353.394      46.1008
      358.164      46.8345
      3.05438      47.3217
      8.01914      47.5541
      13.0054      47.5274
      17.9591      47.2421
      22.8286      46.7034
      27.5683      45.9205
      32.1407      44.9064
      36.5180      43.6763
      38.5728      43.0043
      42.6299      41.4844
      46.4638      39.7914
      50.0762      37.9424
      53.4742      35.9537
      56.6684      33.8403
      59.6714      31.6162
      62.4976      29.2937
      65.1614      26.8842
      67.6774      24.3976
      70.0599      21.8427
      72.3223      19.2274
      74.4774      16.5587
      76.5372      13.8427
      78.5130      11.0848
      80.4152      8.28994
      82.2540      5.46238
      84.0386      2.60604
      85.7779    -0.275536
      87.4807     -3.17916
      89.1551     -6.10181
      90.8096     -9.04081
      92.4525     -11.9935
      94.0922     -14.9574
      95.7377     -17.9302
      97.3982     -20.9093
      98.3997     -24.1967
      100.107     -27.1860
      101.862     -30.1751
      103.678     -33.1612
      105.571     -36.1410
      107.561     -39.1109
      109.671     -42.0668
      111.930     -45.0034
      114.372     -47.9147
      117.042     -50.7927
      119.993     -53.6277
      123.296     -56.4068
      127.038     -59.1131
      131.334     -61.7238
      136.323     -64.2085
      142.176     -66.5253
      149.083     -68.6182
      157.219     -70.4141
      166.667     -71.8237
      177.306     -72.7512
      188.712     -73.1165
      200.201     -72.8833
      211.058     -72.0751
      220.792     -70.7647
      229.217     -69.0466
      236.384     -67.0128
