# ID        RA           DEC
 4392       307.421     -11.5638
 4393       309.000     -8.74088
 4394       310.644     -5.96160
 4395       312.360     -3.23022
 4396       314.152    -0.551315
 4397       316.026      2.07004
 4398       317.989      4.62828
 4399       320.046      7.11735
 4400       322.205      9.53057
 4401       324.470      11.8607
 4402       326.848      14.0999
 4403       329.345      16.2396
 4404       331.964      18.2709
 4405       334.711      20.1839
 4406       337.586      21.9687
 4407       340.592      23.6146
 4408       343.725      25.1111
 4409       346.981      26.4473
 4410       350.354      27.6130
 4411       353.832      28.5982
 4412       357.402      29.3942
 4413       1.04735      29.9933
 4414       4.74730      30.3895
 4415       8.48026      30.5788
 4416       12.2229      30.5592
 4417       15.9514      30.3308
 4418       19.6426      29.8960
 4419       23.2750      29.2594
 4420       26.8291      28.4272
 4421       30.6561      27.2863
 4422       33.9954      26.0691
 4423       37.2160      24.6843
 4424       40.3115      23.1425
 4425       43.2783      21.4543
 4426       46.1155      19.6305
 4427       48.8241      17.6814
 4428       51.4068      15.6171
 4429       53.8678      13.4470
 4430       56.2120      11.1801
 4431       58.4450      8.82455
 4432       60.5728      6.38814
 4433       62.6016      3.87793
 4434       64.5377      1.30039
 4435       66.3870     -1.33855
 4436       68.1557     -4.03349
 4437       69.8496     -6.77952
 4438       71.4740     -9.57214
 4439       73.0343     -12.4073
 4440       74.5355     -15.2813
 4441       75.9822     -18.1907
 4442       77.3790     -21.1324
 4443       78.7301     -24.1037
 4444       80.0395     -27.1020
 4445       81.3110     -30.1250
 4446       81.4454     -32.6889
 4447       82.6287     -35.7499
 4448       83.7788     -38.8305
 4449       84.8982     -41.9290
 4450       85.9892     -45.0435
 4451       87.0540     -48.1728
 4452       88.0945     -51.3153
 4453       89.1121     -54.4697
 4454       90.1081     -57.6348
 4455       91.0835     -60.8095
 4456       92.0382     -63.9925
 4457       92.9716     -67.1829
 4458       93.8808     -70.3796
 4459       94.7599     -73.5817
 4460       95.5953     -76.7882
 4461       96.3535     -79.9982
 4462       96.9353     -83.2106
 4463       96.8790     -86.4241
 4464       79.8988     -89.6191
 4465       283.436     -87.1392
 4466       282.987     -83.9259
 4467       283.496     -80.7130
 4468       284.227     -77.5024
 4469       285.050     -74.2951
 4470       285.921     -71.0919
 4471       286.824     -67.8939
 4472       287.752     -64.7020
 4473       288.702     -61.5172
 4474       289.673     -58.3407
 4475       290.664     -55.1733
 4476       291.677     -52.0164
 4477       292.712     -48.8712
 4478       293.461     -46.6489
 4479       294.538     -43.5266
 4480       295.643     -40.4197
 4481       296.777     -37.3297
 4482       297.943     -34.2584
 4483       299.143     -31.2076
 4484       300.381     -28.1791
 4485       301.659     -25.1754
 4486       302.981     -22.1986
 4487       304.351     -19.2513
 4488       305.771     -16.3363
 4489       307.248     -13.4566
 4490       308.784     -10.6158
 4491       310.384     -7.81731
 4492       312.054     -5.06531
 4493       313.799     -2.36420
 4494       315.624     0.281120
 4495       317.535      2.86532
 4496       319.538      5.38255
 4497       321.639      7.82642
 4498       323.843      10.1899
 4499       326.158      12.4655
 4500       328.587      14.6450
 4501       331.136      16.7197
 4502       333.809      18.6801
 4503       336.608      20.5165
 4504       339.536      22.2187
 4505       342.589      23.7760
 4506       345.767      25.1780
 4507       349.061      26.4142
 4508       352.465      27.4747
 4509       355.964      28.3504
 4510       359.544      29.0332
 4511       3.18583      29.5165
 4512       6.86994      29.7955
 4513       10.5736      29.8673
 4514       14.2736      29.7311
 4515       17.9471      29.3885
 4516       21.5722      28.8428
 4517       25.1289      28.0996
 4518       28.5998      27.1658
 4519       31.8449      26.0953
 4520       35.1085      24.8130
 4521       38.2527      23.3678
 4522       41.2724      21.7701
 4523       44.1648      20.0304
 4524       46.9297      18.1593
 4525       49.5687      16.1669
 4526       52.0849      14.0629
 4527       54.4824      11.8564
 4528       56.7663      9.55614
 4529       58.9422      7.17006
 4530       61.0158      4.70561
 4531       62.9932      2.16956
 4532       64.8803    -0.431816
 4533       66.6829     -3.09279
 4534       68.4068     -5.80818
 4535       70.0574     -8.57321
 4536       71.6399     -11.3836
 4537       73.1592     -14.2354
 4538       74.6199     -17.1249
 4539       76.0264     -20.0490
 4540       77.3827     -23.0045
 4541       78.6925     -25.9889
 4542       79.9594     -28.9996
 4543       83.5415     -31.1852
 4544       84.8195     -34.2410
 4545       86.0785     -37.3151
 4546       87.3238     -40.4059
 4547       88.5613     -43.5119
 4548       89.7976     -46.6314
 4549       91.0405     -49.7630
 4550       92.2995     -52.9055
 4551       93.5869     -56.0574
 4552       94.9191     -59.2174
 4553       96.3190     -62.3841
 4554       97.8207     -65.5559
 4555       99.4771     -68.7309
 4556       101.378     -71.9067
 4557       103.685     -75.0796
 4558       106.736     -78.2426
 4559       111.348     -81.3799
 4560       120.112     -84.4426
 4561       145.621     -87.1682
 4562       221.750     -87.6066
 4563       256.617     -85.0994
 4564       267.228     -82.0713
 4565       272.419     -78.9440
 4566       275.718     -75.7848
 4567       278.152     -72.6134
 4568       280.125     -69.4378
 4569       281.826     -66.2624
 4570       283.357     -63.0897
 4571       284.776     -59.9217
 4572       286.121     -56.7601
 4573       287.417     -53.6063
 4574       288.681     -50.4616
 4575       289.927     -47.3274
 4576       291.374     -43.6755
 4577       292.611     -40.5689
 4578       293.856     -37.4772
 4579       295.114     -34.4021
 4580       296.391     -31.3454
 4581       297.691     -28.3088
 4582       299.020     -25.2944
 4583       300.382     -22.3043
 4584       301.781     -19.3408
 4585       303.223     -16.4066
 4586       304.713     -13.5044
 4587       306.255     -10.6373
 4588       307.854     -7.80875
 4589       309.517     -5.02246
 4590       311.249     -2.28253
 4591       313.055     0.406525
 4592       314.943      3.03973
 4593       316.918      5.61159
 4594       318.987      8.11611
 4595       321.157      10.5467
 4596       323.435      12.8961
 4597       325.827      15.1566
 4598       328.339      17.3195
 4599       330.976      19.3758
 4600       333.743      21.3158
 4601       336.643      23.1290
 4602       339.676      24.8049
 4603       342.843      26.3324
 4604       346.139      27.7005
 4605       349.558      28.8984
 4606       353.088      29.9158
 4607       356.717      30.7433
 4608      0.426281      31.3728
 4609       4.19619      31.7979
 4610       8.00366      32.0140
 4611       11.8242      32.0188
 4612       15.6328      31.8122
 4613       19.4049      31.3964
 4614       23.1176      30.7760
 4615       26.7503      29.9572
 4616       31.6267      28.5078
 4617       35.0042      27.2504
 4618       38.2566      25.8265
 4619       41.3782      24.2469
 4620       44.3661      22.5227
 4621       47.2202      20.6648
 4622       49.9422      18.6839
 4623       52.5359      16.5900
 4624       55.0058      14.3926
 4625       57.3578      12.1008
 4626       59.5979      9.72269
 4627       61.7328      7.26599
 4628       63.7691      4.73769
 4629       65.7136      2.14415
 4630       67.5726    -0.508774
 4631       69.3528     -3.21579
 4632       71.0601     -5.97210
 4633       72.7005     -8.77330
 4634       74.2797     -11.6154
 4635       75.8031     -14.4949
 4636       77.2757     -17.4084
 4637       78.7027     -20.3530
 4638       80.0888     -23.3259
 4639       81.4388     -26.3246
 4640       82.7574     -29.3468
 4641       83.2756     -32.7148
 4642       84.5151     -35.7791
 4643       85.7326     -38.8616
 4644       86.9328     -41.9608
 4645       88.1204     -45.0749
 4646       89.3010     -48.2026
 4647       90.4810     -51.3425
 4648       91.6680     -54.4933
 4649       92.8720     -57.6537
 4650       94.1062     -60.8226
 4651       95.3893     -63.9986
 4652       96.7494     -67.1805
 4653       98.2317     -70.3668
 4654       99.9152     -73.5557
 4655       101.953     -76.7446
 4656       104.691     -79.9287
 4657       109.099     -83.0958
 4658       119.298     -86.1960
 4659       174.757     -88.6321
 4660       255.974     -86.8563
 4661       269.436     -83.7953
 4662       274.532     -80.6359
 4663       277.517     -77.4540
 4664       279.670     -74.2656
 4665       281.415     -71.0764
 4666       282.933     -67.8894
 4667       284.316     -64.7063
 4668       285.613     -61.5289
 4669       286.856     -58.3584
 4670       288.066     -55.1960
 4671       289.256     -52.0429
 4672       290.437     -48.9005
 4673       291.641     -45.7053
 4674       292.827     -42.5882
 4675       294.024     -39.4860
 4676       295.237     -36.3999
 4677       296.472     -33.3318
 4678       297.732     -30.2834
 4679       299.022     -27.2566
 4680       300.345     -24.2535
 4681       301.707     -21.2764
 4682       303.111     -18.3277
 4683       304.562     -15.4103
 4684       306.065     -12.5270
 4685       307.624     -9.68121
 4686       309.245     -6.87645
 4687       310.933     -4.11669
 4688       312.694     -1.40627
 4689       314.533      1.25000
 4690       316.458      3.84687
 4691       318.473      6.37857
 4692       320.586      8.83878
 4693       322.803      11.2205
 4694       325.131      13.5163
 4695       327.575      15.7180
 4696       330.141      17.8167
 4697       332.833      19.8031
 4698       335.655      21.6671
 4699       338.609      23.3984
 4700       341.694      24.9862
 4701       344.907      26.4196
 4702       348.244      27.6878
 4703       351.696      28.7806
 4704       355.249      29.6882
 4705       358.890      30.4021
 4706       2.59821      30.9153
 4707       6.35337      31.2225
 4708       10.1320      31.3203
 4709       13.9097      31.2078
 4710       17.6623      30.8861
 4711       21.3667      30.3587
 4712       25.0016      29.6311
 4713       28.5486      28.7102
 4714       32.8353      27.3010
 4715       36.1336      25.9788
 4716       39.3067      24.4949
 4717       42.3499      22.8600
 4718       45.2614      21.0852
 4719       48.0416      19.1809
 4720       50.6929      17.1576
 4721       53.2192      15.0250
 4722       55.6254      12.7923
 4723       57.9170      10.4682
 4724       60.1003      8.06054
 4725       62.1815      5.57677
 4726       64.1672      3.02357
 4727       66.0638     0.407104
 4728       67.8775     -2.26701
